strategy_id,asset_ticker,weight
64,AEP,0.985002590336335
64,TWTR,0.0149974087127806
64,ADSK,9.50884049532008e-10
65,AAPL,1.95466811161595e-07
65,CSCO,0.959485034388853
65,AMZN,2.56029484395223e-08
65,IBM,0.0405147445413879
66,AAPL,2.95267282719995e-08
66,CSCO,0.951722827688824
66,AMZN,0.0482771427844478
67,GOOG,1.4716146723206e-08
67,AAPL,0.928316786661187
67,CSCO,9.94607992074712e-09
67,AMZN,0.0716831886765862
68,AAPL,1.19570536079125e-07
68,2330.TW,2.45333345929305e-10
68,2880.TW,0.121979610990126
68,2912.TW,0.878020269194005
69,AAPL,0.061354680471755
69,CSCO,3.31709571656268e-07
69,2330.TW,0.938644984499181
69,AMZN,3.31949280213281e-09
70,AAPL,2.46097515824291e-07
70,2330.TW,0.141459973454542
70,2412.TW,2.44396449604959e-08
70,2357.TW,0.858539756008297
71,AAPL,5.69866762841092e-08
71,CSCO,0.931660417237687
71,FB,7.0572518032434e-07
71,AMZN,0.0682598936342437
71,IBM,7.89264162129149e-05
72,AAPL,2.46097515824291e-07
72,2330.TW,0.141459973454542
72,2412.TW,2.44396449604959e-08
72,2357.TW,0.858539756008297
73,GPN,0.979841519053711
73,AAPL,1.15423232764527e-07
73,IP,0.0201583655230558
74,MSFT,0.895278192391373
74,AMZN,0.104721797504184
74,ORCL,1.01044430152962e-08
75,MSFT,0.895278192391373
75,AMZN,0.104721797504184
75,ORCL,1.01044430152962e-08
76,MSFT,0.895278192391373
76,AMZN,0.104721797504184
76,ORCL,1.01044430152962e-08
77,MSFT,0.895278192391373
77,AMZN,0.104721797504184
77,ORCL,1.01044430152962e-08
78,GPN,0.964878607913492
78,AAPL,0.0351213848906509
78,GOOGL,7.19585696656816e-09
79,MSFT,3.91040401557553e-09
79,BAC,0.989707651326486
79,ORCL,0.0102923447631097
81,MSFT,3.91040401557553e-09
81,BAC,0.989707651326486
81,ORCL,0.0102923447631097
80,MSFT,3.91040401557553e-09
80,BAC,0.989707651326486
80,ORCL,0.0102923447631097
82,MSFT,3.91040401557553e-09
82,BAC,0.989707651326486
82,ORCL,0.0102923447631097
83,AAPL,2.46097515824291e-07
83,2330.TW,0.141459973454542
83,2412.TW,2.44396449604959e-08
83,2357.TW,0.858539756008297
84,MSFT,3.91040401557553e-09
84,BAC,0.989707651326486
84,ORCL,0.0102923447631097
85,2454.TW,0.991886238483905
85,2330.TW,4.62196645112867e-08
85,3008.TW,0.0081136939085396
85,2408.TW,2.13878906780234e-08
87,2454.TW,0.991886238483905
87,2330.TW,4.62196645112867e-08
87,3008.TW,0.0081136939085396
87,2408.TW,2.13878906780234e-08
86,2454.TW,0.991886238483905
86,2330.TW,4.62196645112867e-08
86,3008.TW,0.0081136939085396
86,2408.TW,2.13878906780234e-08
88,2454.TW,0.991886238483905
88,2330.TW,4.62196645112867e-08
88,3008.TW,0.0081136939085396
88,2408.TW,2.13878906780234e-08
89,2454.TW,0.991886238483905
89,2330.TW,4.62196645112867e-08
89,3008.TW,0.0081136939085396
89,2408.TW,2.13878906780234e-08
90,2454.TW,0.991886238483905
90,2330.TW,4.62196645112867e-08
90,3008.TW,0.0081136939085396
90,2408.TW,2.13878906780234e-08
91,2454.TW,0.991886238483905
91,2330.TW,4.62196645112867e-08
91,3008.TW,0.0081136939085396
91,2408.TW,2.13878906780234e-08
93,3008.TW,0.0306145648906871
93,2412.TW,0.969385296495462
93,2317.TW,2.06011682644965e-08
93,3045.TW,1.18012682293449e-07
92,2454.TW,0.991886238483905
92,2330.TW,4.62196645112867e-08
92,3008.TW,0.0081136939085396
92,2408.TW,2.13878906780234e-08
94,2454.TW,0.991886238483905
94,2330.TW,4.62196645112867e-08
94,3008.TW,0.0081136939085396
94,2408.TW,2.13878906780234e-08
95,3008.TW,0.0306145648906871
95,2412.TW,0.969385296495462
95,2317.TW,2.06011682644965e-08
95,3045.TW,1.18012682293449e-07
96,3008.TW,0.0306145648906871
96,2412.TW,0.969385296495462
96,2317.TW,2.06011682644965e-08
96,3045.TW,1.18012682293449e-07
98,3008.TW,0.0306145648906871
98,2412.TW,0.969385296495462
98,2317.TW,2.06011682644965e-08
98,3045.TW,1.18012682293449e-07
97,3008.TW,0.0306145648906871
97,2412.TW,0.969385296495462
97,2317.TW,2.06011682644965e-08
97,3045.TW,1.18012682293449e-07
99,AAPL,2.46097515824291e-07
99,2330.TW,0.141459973454542
99,2412.TW,2.44396449604959e-08
99,2357.TW,0.858539756008297
100,3008.TW,0.0306145648906871
100,2412.TW,0.969385296495462
100,2317.TW,2.06011682644965e-08
100,3045.TW,1.18012682293449e-07
102,3008.TW,0.0306145648906871
102,2412.TW,0.969385296495462
102,2317.TW,2.06011682644965e-08
102,3045.TW,1.18012682293449e-07
101,3008.TW,0.0306145648906871
101,2412.TW,0.969385296495462
101,2317.TW,2.06011682644965e-08
101,3045.TW,1.18012682293449e-07
104,AAPL,2.46097515824291e-07
104,2330.TW,0.141459973454542
104,2412.TW,2.44396449604959e-08
104,2357.TW,0.858539756008297
106,3008.TW,0.0306145648906871
106,2412.TW,0.969385296495462
106,2317.TW,2.06011682644965e-08
106,3045.TW,1.18012682293449e-07
107,AAPL,2.46097515824291e-07
107,2330.TW,0.141459973454542
107,2412.TW,2.44396449604959e-08
107,2357.TW,0.858539756008297
103,AAPL,2.46097515824291e-07
103,2330.TW,0.141459973454542
103,2412.TW,2.44396449604959e-08
103,2357.TW,0.858539756008297
105,AAPL,2.46097515824291e-07
105,2330.TW,0.141459973454542
105,2412.TW,2.44396449604959e-08
105,2357.TW,0.858539756008297
110,3008.TW,0.0306145648906871
110,2412.TW,0.969385296495462
110,2317.TW,2.06011682644965e-08
110,3045.TW,1.18012682293449e-07
108,3008.TW,0.0306145648906871
108,2412.TW,0.969385296495462
108,2317.TW,2.06011682644965e-08
108,3045.TW,1.18012682293449e-07
111,AAPL,2.46097515824291e-07
111,2330.TW,0.141459973454542
111,2412.TW,2.44396449604959e-08
111,2357.TW,0.858539756008297
112,AAPL,2.46097515824291e-07
112,2330.TW,0.141459973454542
112,2412.TW,2.44396449604959e-08
112,2357.TW,0.858539756008297
113,3045.TW,0.0306145648906871
113,2412.TW,0.969385296495462
113,2317.TW,2.06011682644965e-08
113,3008.TW,1.18012682293449e-07
109,3008.TW,0.0306145648906871
109,2412.TW,0.969385296495462
109,2317.TW,2.06011682644965e-08
109,3045.TW,1.18012682293449e-07
115,3008.TW,0.0306145648906871
115,2412.TW,0.969385296495462
115,2317.TW,2.06011682644965e-08
115,3045.TW,1.18012682293449e-07
116,3008.TW,0.0306145648906871
116,2412.TW,0.969385296495462
116,2317.TW,2.06011682644965e-08
116,3045.TW,1.18012682293449e-07
114,AAPL,2.46097515824291e-07
114,2330.TW,0.141459973454542
114,2412.TW,2.44396449604959e-08
114,2357.TW,0.858539756008297
118,AAPL,2.46097515824291e-07
118,2330.TW,0.141459973454542
118,2412.TW,2.44396449604959e-08
118,2357.TW,0.858539756008297
117,AAPL,2.46097515824291e-07
117,2330.TW,0.141459973454542
117,2412.TW,2.44396449604959e-08
117,2357.TW,0.858539756008297
120,3045.TW,0.0306145648906871
120,2412.TW,0.969385296495462
120,2317.TW,2.06011682644965e-08
120,3008.TW,1.18012682293449e-07
121,3045.TW,0.0306145648906871
121,2412.TW,0.969385296495462
121,2317.TW,2.06011682644965e-08
121,3008.TW,1.18012682293449e-07
122,3045.TW,0.0306145648906871
122,2412.TW,0.969385296495462
122,2317.TW,2.06011682644965e-08
122,3008.TW,1.18012682293449e-07
119,3045.TW,0.0306145648906871
119,2412.TW,0.969385296495462
119,2317.TW,2.06011682644965e-08
119,3008.TW,1.18012682293449e-07
124,3045.TW,0.0306145648906871
124,2412.TW,0.969385296495462
124,2317.TW,2.06011682644965e-08
124,3008.TW,1.18012682293449e-07
125,AAPL,2.46097515824291e-07
125,2330.TW,0.141459973454542
125,2412.TW,2.44396449604959e-08
125,2357.TW,0.858539756008297
126,2330.TW,0.0613547463563649
126,QCOM,1.20186977123659e-08
126,FB,0.938645239724109
126,GOOGL,4.13710360372503e-10
123,3045.TW,0.0306145648906871
126,AMZN,9.19362482841003e-11
126,AAPL,1.39518199168965e-09
123,2412.TW,0.969385296495462
123,2317.TW,2.06011682644965e-08
123,3008.TW,1.18012682293449e-07
127,FFIV,0.980075609494032
127,DD,1.93744255354456e-08
127,CXO,5.12913727805564e-08
127,AAPL,4.74158736357076e-08
127,BSX,6.33033323365674e-08
127,GPC,0.0199241472524837
127,EMR,6.18684804744268e-08
128,GPN,0.964878607913492
128,AAPL,0.0351213848906509
128,GOOGL,7.19585696656816e-09
129,AAPL,2.46097515824291e-07
129,2330.TW,0.141459973454542
129,2412.TW,2.44396449604959e-08
129,2357.TW,0.858539756008297
130,2633.TW,1.13366552819331e-09
130,2412.TW,4.61863625671904e-09
130,EIX,3.14673500808148e-09
130,3008.TW,0.0711709905778713
130,MOS,0.928829000523092
131,AAPL,1.15378906480282e-06
131,GOOGL,0.929584096562447
131,AMZN,0.070414749648488
132,GOOG,1.07018044711938e-06
132,AAPL,0.92831585615527
132,AMZN,0.0716830736642824
133,AEP,4.20943242000606e-09
133,AAP,0.618833343158908
133,ABMD,0.381166652631659
134,0050.TW,6.87088349391956e-09
134,NVDA,0.0120692742257471
134,AMZN,5.98274375916112e-09
134,2303.TW,0.987930712920626
135,NVDA,0.0114809992328214
135,AMZN,3.96362280961348e-07
135,2330.TW,0.988518604404898
136,GOOGL,0.050728720016713
136,AAPL,2.33644743859765e-07
136,MSFT,0.949271046338543
137,VOO,2.18382838200063e-07
137,BIV,0.966487697187071
137,TLT,0.0335120844300907
138,VOO,2.18382838200063e-07
138,BIV,0.966487697187071
138,TLT,0.0335120844300907
139,GIS,0.529592888605228
139,COST,0.337900058155089
139,MO,0.132507053239683
140,GIS,0.529592888605228
140,COST,0.337900058155089
140,MO,0.132507053239683
141,GIS,0.529592888605228
141,COST,0.337900058155089
141,MO,0.132507053239683
143,GIS,0.529592888605228
143,COST,0.337900058155089
143,MO,0.132507053239683
144,GIS,0.529592888605228
144,COST,0.337900058155089
144,MO,0.132507053239683
142,GIS,0.529592888605228
142,COST,0.337900058155089
142,MO,0.132507053239683
146,GIS,0.529592888605228
146,COST,0.337900058155089
146,MO,0.132507053239683
145,GIS,0.529592888605228
145,COST,0.337900058155089
145,MO,0.132507053239683
148,GIS,0.529592888605228
148,COST,0.337900058155089
148,MO,0.132507053239683
149,GIS,0.529592888605228
149,COST,0.337900058155089
149,MO,0.132507053239683
147,GIS,0.529592888605228
147,COST,0.337900058155089
147,MO,0.132507053239683
150,GIS,0.529592888605228
151,GIS,0.529592888605228
151,COST,0.337900058155089
151,MO,0.132507053239683
150,COST,0.337900058155089
150,MO,0.132507053239683
153,GIS,0.529592888605228
153,COST,0.337900058155089
153,MO,0.132507053239683
152,GIS,0.529592888605228
152,COST,0.337900058155089
152,MO,0.132507053239683
154,GIS,0.529592888605228
154,COST,0.337900058155089
154,MO,0.132507053239683
155,GIS,0.529592888605228
155,COST,0.337900058155089
155,MO,0.132507053239683
156,GIS,0.529592888605228
156,COST,0.337900058155089
156,MO,0.132507053239683
157,T,0.901815802347313
157,2330.TW,0.0981841966888397
157,2327.TW,9.63847485245795e-10
158,T,0.901815802347313
158,2330.TW,0.0981841966888397
158,2327.TW,9.63847485245795e-10
159,AAPL,0.0255942409169438
159,2330.TW,4.0621464553151e-09
159,MSCI,0.97440575502091
160,T,0.901815802347313
160,2330.TW,0.0981841966888397
160,2327.TW,9.63847485245795e-10
161,CTL,0.117151884542985
161,AFL,5.39955242268025e-08
161,AXP,0.882848061461491
162,1216.TW,2.50870986887095e-09
162,2912.TW,0.929861836734216
162,2327.TW,0.0701381607570742
163,GPN,1.1842476099365e-09
163,EOG,0.901972281150193
163,IBM,0.098027717665559
164,2317.TW,7.74644614380107e-09
164,0050.TW,0.5379838882975
164,1101.TW,5.61815659576932e-07
164,2412.TW,0.462015542140394
165,VOO,3.82780805562612e-07
165,WMT,0.896288136476111
165,GOOGL,8.08668338027109e-08
165,MCD,6.66372920658785e-08
165,AMZN,5.69169217702995e-08
165,AAPL,0.103711276322036
166,VOO,3.82780805562612e-07
166,WMT,0.896288136476111
166,GOOGL,8.08668338027109e-08
166,MCD,6.66372920658785e-08
166,AMZN,5.69169217702995e-08
166,AAPL,0.103711276322036
167,AAPL,0.972677439601603
167,AEE,0.0273224930083034
167,IBM,6.73900939613874e-08
168,AAPL,1.82691249818246e-07
168,AMZN,0.959485050393195
168,IBM,0.0405147669155548
169,GPN,0.901972278636121
169,IBM,0.0980277213638786
170,VOO,3.82780805562612e-07
170,WMT,0.896288136476111
170,GOOGL,8.08668338027109e-08
170,MCD,6.66372920658785e-08
170,AMZN,5.69169217702995e-08
170,AAPL,0.103711276322036
172,GPN,1.1842476099365e-09
172,EOG,0.901972281150193
172,IBM,0.098027717665559
171,GPN,1.1842476099365e-09
171,EOG,0.901972281150193
171,IBM,0.098027717665559
173,GPN,1.1842476099365e-09
173,EOG,0.901972281150193
173,IBM,0.098027717665559
174,GPN,1.1842476099365e-09
174,EOG,0.901972281150193
174,IBM,0.098027717665559
175,GPN,1.1842476099365e-09
175,EOG,0.901972281150193
175,IBM,0.098027717665559
176,GPN,1.1842476099365e-09
176,EOG,0.901972281150193
176,IBM,0.098027717665559
178,GPN,1.1842476099365e-09
178,EOG,0.901972281150193
178,IBM,0.098027717665559
177,GPN,1.1842476099365e-09
177,EOG,0.901972281150193
177,IBM,0.098027717665559
180,GPN,1.1842476099365e-09
180,EOG,0.901972281150193
180,IBM,0.098027717665559
181,GPN,1.1842476099365e-09
181,EOG,0.901972281150193
181,IBM,0.098027717665559
182,GPN,1.1842476099365e-09
182,EOG,0.901972281150193
182,IBM,0.098027717665559
183,GPN,1.1842476099365e-09
183,EOG,0.901972281150193
183,IBM,0.098027717665559
184,GPN,1.1842476099365e-09
184,EOG,0.901972281150193
184,IBM,0.098027717665559
185,GPN,1.1842476099365e-09
185,EOG,0.901972281150193
185,IBM,0.098027717665559
186,GPN,1.1842476099365e-09
186,EOG,0.901972281150193
186,IBM,0.098027717665559
179,GPN,1.1842476099365e-09
179,EOG,0.901972281150193
179,IBM,0.098027717665559
188,GPN,1.1842476099365e-09
188,EOG,0.901972281150193
188,IBM,0.098027717665559
189,GPN,1.1842476099365e-09
189,EOG,0.901972281150193
189,IBM,0.098027717665559
190,GPN,1.1842476099365e-09
190,EOG,0.901972281150193
190,IBM,0.098027717665559
191,GPN,1.1842476099365e-09
191,EOG,0.901972281150193
191,IBM,0.098027717665559
192,GPN,1.1842476099365e-09
192,EOG,0.901972281150193
192,IBM,0.098027717665559
193,GPN,1.1842476099365e-09
193,EOG,0.901972281150193
193,IBM,0.098027717665559
194,GPN,1.1842476099365e-09
194,EOG,0.901972281150193
194,IBM,0.098027717665559
195,GPN,1.1842476099365e-09
195,EOG,0.901972281150193
195,IBM,0.098027717665559
196,GPN,1.1842476099365e-09
196,EOG,0.901972281150193
196,IBM,0.098027717665559
197,GPN,1.1842476099365e-09
197,EOG,0.901972281150193
197,IBM,0.098027717665559
198,GPN,1.1842476099365e-09
198,EOG,0.901972281150193
198,IBM,0.098027717665559
199,GPN,1.1842476099365e-09
199,EOG,0.901972281150193
199,IBM,0.098027717665559
187,GPN,1.1842476099365e-09
187,EOG,0.901972281150193
187,IBM,0.098027717665559
201,GPN,1.1842476099365e-09
201,EOG,0.901972281150193
201,IBM,0.098027717665559
202,GPN,1.1842476099365e-09
202,EOG,0.901972281150193
202,IBM,0.098027717665559
203,GPN,1.1842476099365e-09
203,EOG,0.901972281150193
203,IBM,0.098027717665559
204,GPN,1.1842476099365e-09
204,EOG,0.901972281150193
204,IBM,0.098027717665559
205,GPN,1.1842476099365e-09
205,EOG,0.901972281150193
205,IBM,0.098027717665559
206,GPN,1.1842476099365e-09
206,EOG,0.901972281150193
206,IBM,0.098027717665559
207,NVDA,0.0114813003127783
207,2330.TW,1.8023488992125e-09
207,AXP,0.988518697884873
208,GPN,1.1842476099365e-09
208,EOG,0.901972281150193
208,IBM,0.098027717665559
209,GPN,1.1842476099365e-09
209,EOG,0.901972281150193
209,IBM,0.098027717665559
200,GPN,1.1842476099365e-09
200,EOG,0.901972281150193
200,IBM,0.098027717665559
211,AAPL,0.0281083349780746
211,3008.TW,1.21416399511286e-07
211,AMZN,0.971891543605526
212,AAPL,1.82691249818246e-07
212,AMZN,0.959485050393195
212,IBM,0.0405147669155548
210,GPN,1.1842476099365e-09
210,EOG,0.901972281150193
210,IBM,0.098027717665559
213,GPN,0.942946844811197
213,CAH,6.41850138468001e-07
213,IBM,0.0570525133386644
214,VOO,3.82780805562612e-07
214,WMT,0.896288136476111
214,GOOGL,8.08668338027109e-08
214,MCD,6.66372920658785e-08
214,AMZN,5.69169217702995e-08
214,AAPL,0.103711276322036
215,VOO,3.82780805562612e-07
215,WMT,0.896288136476111
215,GOOGL,8.08668338027109e-08
215,MCD,6.66372920658785e-08
215,AMZN,5.69169217702995e-08
215,AAPL,0.103711276322036
216,1216.TW,4.34755999294329e-08
216,0050.TW,0.00828947188494707
216,2330.TW,0.991710484639453
217,VOO,3.82780805562612e-07
217,WMT,0.896288136476111
217,GOOGL,8.08668338027109e-08
217,MCD,6.66372920658785e-08
217,AMZN,5.69169217702995e-08
217,AAPL,0.103711276322036
218,VOO,3.82780805562612e-07
218,WMT,0.896288136476111
218,GOOGL,8.08668338027109e-08
218,MCD,6.66372920658785e-08
218,AMZN,5.69169217702995e-08
218,AAPL,0.103711276322036
219,VOO,3.82780805562612e-07
219,WMT,0.896288136476111
219,GOOGL,8.08668338027109e-08
219,MCD,6.66372920658785e-08
219,AMZN,5.69169217702995e-08
219,AAPL,0.103711276322036
220,1216.TW,4.34755999294329e-08
220,0050.TW,0.00828947188494707
220,2330.TW,0.991710484639453
221,1216.TW,4.34755999294329e-08
221,0050.TW,0.00828947188494707
221,2330.TW,0.991710484639453
222,ABT,0.0121621681351848
222,BBY,0.906982877535305
222,AMT,0.0808549532915904
222,3045.TW,1.03791934421124e-09
223,1216.TW,4.34755999294329e-08
223,0050.TW,0.00828947188494707
223,2330.TW,0.991710484639453
224,VOO,3.82780805562612e-07
224,WMT,0.896288136476111
224,GOOGL,8.08668338027109e-08
224,MCD,6.66372920658785e-08
224,AMZN,5.69169217702995e-08
224,AAPL,0.103711276322036
225,AAPL,1.82691249818246e-07
225,AMZN,0.959485050393195
225,IBM,0.0405147669155548
226,GPN,0.942946844811197
226,CAH,6.41850138468001e-07
226,IBM,0.0570525133386644
227,AAPL,1.82691249818246e-07
227,AMZN,0.959485050393195
227,IBM,0.0405147669155548
228,VOO,3.82780805562612e-07
228,WMT,0.896288136476111
228,GOOGL,8.08668338027109e-08
228,MCD,6.66372920658785e-08
228,AMZN,5.69169217702995e-08
228,AAPL,0.103711276322036
229,VOO,3.82780805562612e-07
229,WMT,0.896288136476111
229,GOOGL,8.08668338027109e-08
229,MCD,6.66372920658785e-08
229,AMZN,5.69169217702995e-08
229,AAPL,0.103711276322036
230,VOO,3.82780805562612e-07
230,WMT,0.896288136476111
230,GOOGL,8.08668338027109e-08
230,MCD,6.66372920658785e-08
230,AMZN,5.69169217702995e-08
230,AAPL,0.103711276322036
231,ETR,0.101244058503331
231,FCX,0.898755935013653
231,JPM,3.6177420684556e-09
231,CME,1.63114549750209e-09
231,APH,1.23412813410679e-09
232,VOO,3.82780805562612e-07
232,WMT,0.896288136476111
232,GOOGL,8.08668338027109e-08
232,MCD,6.66372920658785e-08
232,AMZN,5.69169217702995e-08
232,AAPL,0.103711276322036
233,VOO,3.82780805562612e-07
233,WMT,0.896288136476111
233,GOOGL,8.08668338027109e-08
233,MCD,6.66372920658785e-08
233,AMZN,5.69169217702995e-08
233,AAPL,0.103711276322036
234,VOO,3.82780805562612e-07
234,WMT,0.896288136476111
234,GOOGL,8.08668338027109e-08
234,MCD,6.66372920658785e-08
234,AMZN,5.69169217702995e-08
234,AAPL,0.103711276322036
235,VOO,3.82780805562612e-07
235,WMT,0.896288136476111
235,GOOGL,8.08668338027109e-08
235,MCD,6.66372920658785e-08
235,AMZN,5.69169217702995e-08
235,AAPL,0.103711276322036
236,WMT,0.0587578091343768
